dr_no,date_occ,neighborhood,new_category,crime_type_id,neighborhood_id
180624842,2018-12-03,hollywood,robbery,6,15
181207136,2018-02-11,vermont-slauson,robbery,6,55
181207106,2018-02-11,vermont-knolls,robbery,6,93
181228436,2018-12-04,vermont-slauson,robbery,6,55
180206286,2018-02-12,westlake,robbery,6,10
180206277,2018-02-12,pico-union,robbery,6,19
182006268,2018-02-12,pico-union,robbery,6,19
181806385,2018-02-12,watts,robbery,6,71
180206259,2018-02-12,echo-park,robbery,6,31
181105868,2018-02-12,silver-lake,robbery,6,83
181306532,2018-02-12,historic-south-central,robbery,6,7
180120795,2018-08-08,downtown,robbery,6,3
181006008,2018-02-13,tarzana,robbery,6,63
181207287,2018-02-13,vermont-slauson,robbery,6,55
181506292,2018-02-13,north-hollywood,robbery,6,25
181906288,2018-02-13,sylmar,robbery,6,24
181207269,2018-02-13,vermont-square,robbery,6,32
180124423,2018-09-22,downtown,robbery,6,3
180107228,2018-02-14,downtown,robbery,6,3
180223962,2018-12-04,pico-union,robbery,6,19
182117182,2018-10-02,canoga-park,robbery,6,58
181228483,2018-12-04,harvard-park,robbery,6,73
180223909,2018-12-04,westlake,robbery,6,10
181921365,2018-12-04,panorama-city,robbery,6,30
181228506,2018-12-04,vermont-slauson,robbery,6,55
181617332,2018-12-05,pacoima,robbery,6,2
180129581,2018-12-05,downtown,robbery,6,3
181921408,2018-12-05,panorama-city,robbery,6,30
180326889,2018-12-05,vermont-square,robbery,6,32
181823575,2018-12-05,broadway-manchester,robbery,6,64
181823578,2018-12-05,watts,robbery,6,71
180326913,2018-12-06,exposition-park,robbery,6,48
181228666,2018-12-06,vermont-square,robbery,6,32
181228650,2018-12-06,vermont-square,robbery,6,32
181719899,2018-12-06,northridge,robbery,6,11
181114837,2018-08-11,elysian-park,robbery,6,110
180129719,2018-12-06,downtown,robbery,6,3
181601212,2018-09-21,sun-valley,robbery,6,6
181228716,2018-12-07,vermont-square,robbery,6,32
180625227,2018-12-07,hollywood,robbery,6,15
180107238,2018-02-14,downtown,robbery,6,3
180604770,2018-01-14,hollywood,robbery,6,15
181306658,2018-02-14,central-alameda,robbery,6,91
181806568,2018-02-14,green-meadows,robbery,6,53
181906366,2018-02-14,sylmar,robbery,6,24
182106230,2018-02-14,canoga-park,robbery,6,58
181506436,2018-02-15,valley-village,robbery,6,5
180307040,2018-02-15,vermont-square,robbery,6,32
180406043,2018-02-15,boyle-heights,robbery,6,39
181600637,2018-02-15,sun-valley,robbery,6,6
181106130,2018-02-15,east-hollywood,robbery,6,50
180506135,2018-02-15,san-pedro,robbery,6,23
180307076,2018-02-15,exposition-park,robbery,6,48
180307059,2018-02-15,university-park,robbery,6,40
180206545,2018-02-16,koreatown,robbery,6,26
181207506,2018-02-16,vermont-slauson,robbery,6,55
180206546,2018-02-16,westlake,robbery,6,10
182106494,2018-02-16,canoga-park,robbery,6,58
181806724,2018-02-16,vermont-vista,robbery,6,81
180307072,2018-02-16,exposition-park,robbery,6,48
181306720,2018-02-16,historic-south-central,robbery,6,7
180806191,2018-02-16,mid-city,robbery,6,52
181006149,2018-02-16,tarzana,robbery,6,63
180600786,2018-02-16,hollywood,robbery,6,15
181306758,2018-02-16,historic-south-central,robbery,6,7
181106072,2018-02-16,los-feliz,robbery,6,28
181306759,2018-02-16,historic-south-central,robbery,6,7
180224101,2018-12-07,westlake,robbery,6,10
180327036,2018-12-07,university-park,robbery,6,40
180327009,2018-12-07,jefferson-park,robbery,6,96
180129767,2018-12-07,downtown,robbery,6,3
181308344,2018-03-19,south-park,robbery,6,60
180606922,2018-02-17,hollywood,robbery,6,15
180820375,2018-12-08,century-city,robbery,6,41
180506203,2018-02-17,wilmington,robbery,6,65
180519462,2018-12-08,harbor-city,robbery,6,86
181228806,2018-12-08,chesterfield-square,robbery,6,111
181404730,2018-01-13,venice,robbery,6,20
182120332,2018-12-08,woodland-hills,robbery,6,43
180820383,2018-12-08,beverly-crest,robbery,6,47
180708287,2018-04-01,beverly-grove,robbery,6,29
182117485,2018-10-08,canoga-park,robbery,6,58
180700671,2018-02-17,mid-wilshire,robbery,6,18
180129813,2018-12-08,downtown,robbery,6,3
180206547,2018-02-17,westlake,robbery,6,10
181207531,2018-02-17,florence,robbery,6,49
181905926,2018-02-05,panorama-city,robbery,6,30
181324153,2018-12-09,south-park,robbery,6,60
182120432,2018-12-09,woodland-hills,robbery,6,43
180307104,2018-02-17,exposition-park,robbery,6,48
181006251,2018-02-17,van-nuys,robbery,6,0
181906492,2018-02-17,mission-hills,robbery,6,70
181006241,2018-02-18,reseda,robbery,6,37
180310084,2018-04-03,university-park,robbery,6,40
181207500,2018-02-18,vermont-knolls,robbery,6,93
180401592,2018-12-09,boyle-heights,robbery,6,39
181806805,2018-02-18,vermont-vista,robbery,6,81
182006643,2018-02-18,pico-union,robbery,6,19
181207594,2018-02-18,chesterfield-square,robbery,6,111
180906613,2018-02-19,van-nuys,robbery,6,0
181207647,2018-02-19,vermont-slauson,robbery,6,55
190606920,2018-02-19,hollywood,robbery,6,15
180409896,2018-05-17,boyle-heights,robbery,6,39
181823956,2018-12-09,green-meadows,robbery,6,53
181228829,2018-12-09,vermont-slauson,robbery,6,55
180906573,2018-02-19,van-nuys,robbery,6,0
180606864,2018-02-19,hollywood,robbery,6,15
181813608,2018-06-17,watts,robbery,6,71
180406174,2018-02-19,el-sereno,robbery,6,85
180206706,2018-02-19,westlake,robbery,6,10
180606880,2018-02-19,east-hollywood,robbery,6,50
181006333,2018-02-19,reseda,robbery,6,37
180406205,2018-02-19,boyle-heights,robbery,6,39
180606873,2018-02-19,hollywood,robbery,6,15
180107684,2018-02-20,chinatown,robbery,6,82
182106471,2018-02-20,canoga-park,robbery,6,58
181207748,2018-02-20,vermont-slauson,robbery,6,55
181324145,2018-12-09,south-park,robbery,6,60
180721085,2018-12-09,mid-wilshire,robbery,6,18
181228863,2018-12-09,gramercy-park,robbery,6,99
180218008,2018-08-27,pico-union,robbery,6,19
180720984,2018-12-10,pico-robertson,robbery,6,45
181229222,2018-12-10,manchester-square,robbery,6,35
182021850,2018-12-10,koreatown,robbery,6,26
181228918,2018-12-10,florence,robbery,6,49
181324156,2018-12-10,historic-south-central,robbery,6,7
181921655,2018-12-10,sylmar,robbery,6,24
180921909,2018-12-10,van-nuys,robbery,6,0
180515151,2018-08-29,wilmington,robbery,6,65
182000925,2018-12-10,koreatown,robbery,6,26
180327211,2018-12-10,west-adams,robbery,6,66
180327645,2018-12-10,jefferson-park,robbery,6,96
180418220,2018-12-10,boyle-heights,robbery,6,39
180224337,2018-12-11,westlake,robbery,6,10
180416452,2018-10-23,boyle-heights,robbery,6,39
180414703,2018-09-10,boyle-heights,robbery,6,39
181818730,2018-09-13,green-meadows,robbery,6,53
181522655,2018-12-11,sun-valley,robbery,6,6
180224360,2018-12-11,westlake,robbery,6,10
181522652,2018-12-11,valley-village,robbery,6,5
180307387,2018-02-20,leimert-park,robbery,6,102
180506327,2018-02-20,wilmington,robbery,6,65
181200610,2018-02-21,florence,robbery,6,49
181306994,2018-02-21,south-park,robbery,6,60
181006449,2018-02-21,reseda,robbery,6,37
181207867,2018-02-21,vermont-knolls,robbery,6,93
181407074,2018-02-21,del-rey,robbery,6,76
181806969,2018-02-21,broadway-manchester,robbery,6,64
181207792,2018-02-21,vermont-knolls,robbery,6,93
180806407,2018-02-21,mid-city,robbery,6,52
182106533,2018-02-21,winnetka,robbery,6,87
180506391,2018-02-21,san-pedro,robbery,6,23
181807055,2018-02-22,florence,robbery,6,49
180506467,2018-02-22,san-pedro,robbery,6,23
180107881,2018-02-22,downtown,robbery,6,3
181706549,2018-02-22,northridge,robbery,6,11
181600679,2018-02-22,shadow-hills,robbery,6,89
180206934,2018-02-23,westlake,robbery,6,10
180307591,2018-02-23,baldwin-hillscrenshaw,robbery,6,56
182006937,2018-02-23,koreatown,robbery,6,26
180108003,2018-02-23,downtown,robbery,6,3
180108595,2018-02-23,downtown,robbery,6,3
180906838,2018-02-23,van-nuys,robbery,6,0
180107957,2018-02-23,downtown,robbery,6,3
181208003,2018-02-23,chesterfield-square,robbery,6,111
180607073,2018-02-23,hollywood,robbery,6,15
181307137,2018-02-24,historic-south-central,robbery,6,7
180327381,2018-12-12,university-park,robbery,6,40
181229146,2018-12-12,vermont-square,robbery,6,32
180721150,2018-12-13,mid-wilshire,robbery,6,18
181823993,2018-12-13,green-meadows,robbery,6,53
180721151,2018-12-13,hollywood,robbery,6,15
180327427,2018-12-13,baldwin-hillscrenshaw,robbery,6,56
181823987,2018-12-13,vermont-vista,robbery,6,81
181324342,2018-12-13,historic-south-central,robbery,6,7
181921810,2018-12-13,panorama-city,robbery,6,30
180604519,2018-01-09,los-feliz,robbery,6,28
180602022,2018-12-13,hollywood,robbery,6,15
180108065,2018-02-24,downtown,robbery,6,3
180418321,2018-12-13,boyle-heights,robbery,6,39
181617627,2018-12-13,sun-valley,robbery,6,6
180907876,2018-03-15,sherman-oaks,robbery,6,33
181209432,2018-03-15,hyde-park,robbery,6,9
181807143,2018-02-24,broadway-manchester,robbery,6,64
180209332,2018-04-06,westlake,robbery,6,10
180717755,2018-10-06,beverly-grove,robbery,6,29
180310901,2018-04-16,university-park,robbery,6,40
180718723,2018-10-25,arlington-heights,robbery,6,95
181208087,2018-02-24,hyde-park,robbery,6,9
181424047,2018-11-12,westchester,robbery,6,8
181425976,2018-12-14,venice,robbery,6,20
180506554,2018-02-24,san-pedro,robbery,6,23
181006509,2018-02-24,encino,robbery,6,1
190904031,2018-12-14,van-nuys,robbery,6,0
180307632,2018-02-24,jefferson-park,robbery,6,96
181208139,2018-02-25,vermont-square,robbery,6,32
180307644,2018-02-25,university-park,robbery,6,40
181006512,2018-02-25,reseda,robbery,6,37
181208169,2018-02-25,vermont-slauson,robbery,6,55
181307171,2018-02-25,south-park,robbery,6,60
181208234,2018-02-25,florence,robbery,6,49
181807198,2018-02-25,watts,robbery,6,71
180326182,2018-11-26,university-park,robbery,6,40
180304971,2018-01-16,exposition-park,robbery,6,48
180309463,2018-03-23,exposition-park,robbery,6,48
181400635,2018-02-25,mar-vista,robbery,6,44
180315402,2018-06-23,exposition-park,robbery,6,48
181208114,2018-02-25,vermont-square,robbery,6,32
181006503,2018-02-25,tarzana,robbery,6,63
181906844,2018-02-25,sylmar,robbery,6,24
181906860,2018-02-25,north-hills,robbery,6,46
180820708,2018-12-14,westwood,robbery,6,84
180108109,2018-02-26,downtown,robbery,6,3
180108143,2018-02-26,historic-south-central,robbery,6,7
180500642,2018-02-26,san-pedro,robbery,6,23
180108192,2018-02-27,downtown,robbery,6,3
181208318,2018-02-27,vermont-slauson,robbery,6,55
181906926,2018-02-27,panorama-city,robbery,6,30
180130342,2018-12-14,downtown,robbery,6,3
180130353,2018-12-15,downtown,robbery,6,3
180327502,2018-12-15,baldwin-hillscrenshaw,robbery,6,56
180122237,2018-08-26,downtown,robbery,6,3
181307313,2018-02-27,central-alameda,robbery,6,91
180108332,2018-02-28,downtown,robbery,6,3
180200644,2018-02-28,pico-union,robbery,6,19
180418872,2018-02-28,boyle-heights,robbery,6,39
180806748,2018-02-28,sawtelle,robbery,6,22
181606279,2018-02-28,pacoima,robbery,6,2
181300554,2018-02-28,historic-south-central,robbery,6,7
182112900,2018-07-04,canoga-park,robbery,6,58
181006694,2018-02-28,encino,robbery,6,1
182114309,2018-08-02,woodland-hills,robbery,6,43
181006726,2018-03-01,reseda,robbery,6,37
180413254,2018-08-06,boyle-heights,robbery,6,39
181705284,2018-01-28,northridge,robbery,6,11
182106950,2018-03-01,canoga-park,robbery,6,58
180317739,2018-07-27,jefferson-park,robbery,6,96
180407386,2018-03-01,el-sereno,robbery,6,85
181006743,2018-03-01,lake-balboa,robbery,6,59
180108509,2018-03-02,downtown,robbery,6,3
181807438,2018-03-02,green-meadows,robbery,6,53
181019939,2018-12-15,reseda,robbery,6,37
182120592,2018-12-15,winnetka,robbery,6,87
180625815,2018-12-16,los-feliz,robbery,6,28
180327589,2018-12-16,jefferson-park,robbery,6,96
180327587,2018-12-16,leimert-park,robbery,6,102
181324534,2018-12-16,historic-south-central,robbery,6,7
180721238,2018-12-16,mid-wilshire,robbery,6,18
181229403,2018-12-17,chesterfield-square,robbery,6,111
191304402,2018-12-17,south-park,robbery,6,60
181106736,2018-03-02,los-feliz,robbery,6,28
180108518,2018-03-02,downtown,robbery,6,3
181307567,2018-03-03,downtown,robbery,6,3
180207323,2018-03-03,westlake,robbery,6,10
180308125,2018-03-03,baldwin-hillscrenshaw,robbery,6,56
181307580,2018-03-03,central-alameda,robbery,6,91
181006831,2018-03-03,encino,robbery,6,1
181606406,2018-03-03,sun-valley,robbery,6,6
181907210,2018-03-03,panorama-city,robbery,6,30
181208597,2018-03-03,florence,robbery,6,49
180308120,2018-03-03,jefferson-park,robbery,6,96
180607739,2018-03-04,hollywood,robbery,6,15
181810057,2018-03-04,green-meadows,robbery,6,53
180806916,2018-03-04,mid-city,robbery,6,52
181807574,2018-03-05,green-meadows,robbery,6,53
181208674,2018-03-05,vermont-knolls,robbery,6,93
181307625,2018-03-05,central-alameda,robbery,6,91
181208689,2018-03-05,chesterfield-square,robbery,6,111
181606488,2018-03-05,pacoima,robbery,6,2
181208757,2018-03-05,harvard-park,robbery,6,73
181106800,2018-03-05,highland-park,robbery,6,72
180607602,2018-03-05,hollywood-hills-west,robbery,6,57
181208767,2018-03-05,hyde-park,robbery,6,9
181324578,2018-12-17,central-alameda,robbery,6,91
181120961,2018-12-18,east-hollywood,robbery,6,50
180820857,2018-12-18,brentwood,robbery,6,69
180327723,2018-12-18,baldwin-hillscrenshaw,robbery,6,56
181907411,2018-03-06,sylmar,robbery,6,24
180130662,2018-12-18,downtown,robbery,6,3
180130661,2018-12-18,downtown,robbery,6,3
182022244,2018-12-18,pico-union,robbery,6,19
181229481,2018-12-18,vermont-knolls,robbery,6,93
181617745,2018-12-18,pacoima,robbery,6,2
180327731,2018-12-18,exposition-park,robbery,6,48
180224896,2018-12-19,westlake,robbery,6,10
180820909,2018-12-19,mid-city,robbery,6,52
181229545,2018-12-19,vermont-square,robbery,6,32
180207468,2018-03-06,east-hollywood,robbery,6,50
181208766,2018-03-06,hyde-park,robbery,6,9
181401230,2018-12-19,del-rey,robbery,6,76
180407231,2018-03-15,boyle-heights,robbery,6,39
181324702,2018-12-19,historic-south-central,robbery,6,7
180224805,2018-12-19,pico-union,robbery,6,19
180310733,2018-04-13,jefferson-park,robbery,6,96
180130786,2018-12-20,downtown,robbery,6,3
181606554,2018-03-06,sun-valley,robbery,6,6
180130784,2018-12-20,downtown,robbery,6,3
180907376,2018-03-06,van-nuys,robbery,6,0
180108757,2018-03-06,downtown,robbery,6,3
181208869,2018-03-07,hyde-park,robbery,6,9
180207596,2018-03-07,westlake,robbery,6,10
181208826,2018-03-07,hyde-park,robbery,6,9
181229582,2018-12-20,vermont-square,robbery,6,32
180308540,2018-03-07,west-adams,robbery,6,66
181907488,2018-03-08,sylmar,robbery,6,24
180900650,2018-03-08,sherman-oaks,robbery,6,33
180207568,2018-03-08,westlake,robbery,6,10
180207711,2018-03-09,westlake,robbery,6,10
181807798,2018-03-09,harbor-gateway,robbery,6,79
180224894,2018-12-20,westlake,robbery,6,10
180510551,2018-05-17,wilmington,robbery,6,65
181811899,2018-05-20,green-meadows,robbery,6,53
180207696,2018-03-09,east-hollywood,robbery,6,50
181807786,2018-03-09,broadway-manchester,robbery,6,64
180507198,2018-03-09,san-pedro,robbery,6,23
181300565,2018-03-09,downtown,robbery,6,3
181209005,2018-03-09,hyde-park,robbery,6,9
181209035,2018-03-10,vermont-slauson,robbery,6,55
181107104,2018-03-10,atwater-village,robbery,6,100
181107090,2018-03-10,atwater-village,robbery,6,100
180507240,2018-03-10,harbor-city,robbery,6,86
180109461,2018-03-10,downtown,robbery,6,3
181307947,2018-03-10,downtown,robbery,6,3
180400726,2018-03-10,boyle-heights,robbery,6,39
180109098,2018-03-10,downtown,robbery,6,3
182007738,2018-03-10,harvard-heights,robbery,6,34
181807838,2018-03-10,green-meadows,robbery,6,53
182007714,2018-03-10,westlake,robbery,6,10
180407094,2018-03-11,boyle-heights,robbery,6,39
180608331,2018-03-11,east-hollywood,robbery,6,50
180821097,2018-12-21,sawtelle,robbery,6,22
180721608,2018-12-21,arlington-heights,robbery,6,95
181922244,2018-12-21,valley-glen,robbery,6,75
181824537,2018-12-21,watts,robbery,6,71
180701524,2018-12-21,arlington-heights,robbery,6,95
181922224,2018-12-21,panorama-city,robbery,6,30
181229698,2018-12-21,gramercy-park,robbery,6,99
181922260,2018-12-21,mission-hills,robbery,6,70
180821059,2018-12-21,pico-robertson,robbery,6,45
181229732,2018-12-22,vermont-square,robbery,6,32
181426437,2018-12-22,westchester,robbery,6,8
181229726,2018-12-22,manchester-square,robbery,6,35
181324841,2018-12-22,downtown,robbery,6,3
181229773,2018-12-22,hyde-park,robbery,6,9
180721676,2018-12-22,mid-city,robbery,6,52
181426713,2018-12-22,venice,robbery,6,20
180327994,2018-12-22,exposition-park,robbery,6,48
181219913,2018-08-05,hyde-park,robbery,6,9
181324895,2018-12-22,historic-south-central,robbery,6,7
181818226,2018-09-04,broadway-manchester,robbery,6,64
180721669,2018-12-23,mid-city,robbery,6,52
181422801,2018-10-23,venice,robbery,6,20
180607998,2018-03-11,hollywood-hills,robbery,6,12
180308642,2018-03-11,west-adams,robbery,6,66
180308652,2018-03-11,leimert-park,robbery,6,102
180707317,2018-03-11,mid-city,robbery,6,52
180608113,2018-03-12,hollywood,robbery,6,15
180109195,2018-03-12,downtown,robbery,6,3
180109218,2018-03-12,chinatown,robbery,6,82
181209209,2018-03-12,gramercy-park,robbery,6,99
180807272,2018-03-12,mid-city,robbery,6,52
181507675,2018-03-12,studio-city,robbery,6,36
181209211,2018-03-12,chesterfield-square,robbery,6,111
180907701,2018-03-12,sherman-oaks,robbery,6,33
181209268,2018-03-13,florence,robbery,6,49
181606822,2018-03-13,sun-valley,robbery,6,6
180308876,2018-03-14,baldwin-hillscrenshaw,robbery,6,56
180208018,2018-03-15,westlake,robbery,6,10
182008079,2018-03-15,pico-union,robbery,6,19
180308925,2018-03-15,west-adams,robbery,6,66
180608194,2018-03-15,hollywood-hills,robbery,6,12
181007425,2018-03-15,reseda,robbery,6,37
180507432,2018-03-15,wilmington,robbery,6,65
180707615,2018-03-15,mid-wilshire,robbery,6,18
180109475,2018-03-16,chinatown,robbery,6,82
182000600,2018-03-16,koreatown,robbery,6,26
180328053,2018-12-23,exposition-park,robbery,6,48
181324900,2018-12-23,south-park,robbery,6,60
181324894,2018-12-23,historic-south-central,robbery,6,7
180131009,2018-12-24,downtown,robbery,6,3
180225116,2018-12-24,east-hollywood,robbery,6,50
181121202,2018-12-24,eagle-rock,robbery,6,54
180225102,2018-12-24,westlake,robbery,6,10
181824690,2018-12-24,green-meadows,robbery,6,53
180626179,2018-12-24,hollywood,robbery,6,15
180101209,2018-12-24,downtown,robbery,6,3
181229881,2018-12-25,vermont-knolls,robbery,6,93
180922622,2018-12-25,valley-glen,robbery,6,75
180500534,2018-01-12,san-pedro,robbery,6,23
180821193,2018-12-25,westwood,robbery,6,84
180225144,2018-12-25,westlake,robbery,6,10
181223260,2018-09-22,gramercy-park,robbery,6,99
180131179,2018-12-26,downtown,robbery,6,3
180709635,2018-04-28,beverly-grove,robbery,6,29
181824953,2018-12-27,harbor-gateway,robbery,6,79
180416263,2018-10-20,boyle-heights,robbery,6,39
181308240,2018-03-16,florence,robbery,6,49
180225228,2018-12-27,echo-park,robbery,6,31
181205136,2018-01-15,florence,robbery,6,49
181808148,2018-03-16,green-meadows,robbery,6,53
180608371,2018-03-17,hollywood,robbery,6,15
182008145,2018-03-17,harvard-heights,robbery,6,34
181308232,2018-03-17,central-alameda,robbery,6,91
180608325,2018-03-17,hollywood,robbery,6,15
180308969,2018-03-17,vermont-square,robbery,6,32
181507940,2018-03-17,north-hollywood,robbery,6,25
181808202,2018-03-18,vermont-vista,robbery,6,81
180109646,2018-03-18,downtown,robbery,6,3
180310223,2018-04-05,exposition-park,robbery,6,48
180321797,2018-09-24,exposition-park,robbery,6,48
180314328,2018-06-07,exposition-park,robbery,6,48
181007580,2018-03-18,tarzana,robbery,6,63
181107476,2018-03-18,east-hollywood,robbery,6,50
182008190,2018-03-18,harvard-heights,robbery,6,34
180707642,2018-03-19,mid-city,robbery,6,52
181808256,2018-03-19,vermont-vista,robbery,6,81
180208189,2018-03-19,westlake,robbery,6,10
181908305,2018-03-19,panorama-city,robbery,6,30
180208448,2018-03-19,pico-union,robbery,6,19
181209679,2018-03-19,chesterfield-square,robbery,6,111
180407404,2018-03-19,el-sereno,robbery,6,85
182008239,2018-03-19,koreatown,robbery,6,26
182022638,2018-12-27,pico-union,robbery,6,19
181808245,2018-03-19,green-meadows,robbery,6,53
181808246,2018-03-19,broadway-manchester,robbery,6,64
180418824,2018-12-27,boyle-heights,robbery,6,39
180407434,2018-03-20,el-sereno,robbery,6,85
181308389,2018-03-20,downtown,robbery,6,3
180513537,2018-07-22,harbor-gateway,robbery,6,79
181824840,2018-12-27,watts,robbery,6,71
182013160,2018-06-23,koreatown,robbery,6,26
181209702,2018-03-20,harvard-park,robbery,6,73
180707700,2018-03-20,beverly-grove,robbery,6,29
182014509,2018-07-22,koreatown,robbery,6,26
180707704,2018-03-20,fairfax,robbery,6,38
180807646,2018-03-20,brentwood,robbery,6,69
180216184,2018-08-01,westlake,robbery,6,10
180208340,2018-03-20,westlake,robbery,6,10
180318228,2018-08-05,west-adams,robbery,6,66
180309243,2018-03-20,vermont-square,robbery,6,32
181007692,2018-03-20,encino,robbery,6,1
180309303,2018-03-21,baldwin-hillscrenshaw,robbery,6,56
181209734,2018-03-21,vermont-slauson,robbery,6,55
180309284,2018-03-21,leimert-park,robbery,6,102
180127899,2018-11-10,downtown,robbery,6,3
180407536,2018-03-21,boyle-heights,robbery,6,39
180208487,2018-03-22,westlake,robbery,6,10
181508230,2018-03-22,valley-glen,robbery,6,75
181007765,2018-03-22,reseda,robbery,6,37
181230025,2018-12-27,hyde-park,robbery,6,9
181308481,2018-03-22,downtown,robbery,6,3
180821320,2018-12-28,westwood,robbery,6,84
180217912,2018-08-25,westlake,robbery,6,10
180131283,2018-12-28,downtown,robbery,6,3
181824952,2018-12-28,green-meadows,robbery,6,53
180131338,2018-12-28,downtown,robbery,6,3
180131321,2018-12-28,downtown,robbery,6,3
180520260,2018-12-28,san-pedro,robbery,6,23
180328372,2018-12-28,adams-normandie,robbery,6,14
181824870,2018-12-28,vermont-vista,robbery,6,81
182009578,2018-04-14,koreatown,robbery,6,26
182019179,2018-10-20,koreatown,robbery,6,26
190304595,2018-12-29,vermont-square,robbery,6,32
181121429,2018-12-29,echo-park,robbery,6,31
181824954,2018-12-29,vermont-vista,robbery,6,81
180311840,2018-04-28,baldwin-hillscrenshaw,robbery,6,56
182121184,2018-12-29,canoga-park,robbery,6,58
180602108,2018-12-29,hollywood,robbery,6,15
180602174,2018-12-29,hollywood,robbery,6,15
181310876,2018-04-28,south-park,robbery,6,60
181808436,2018-03-22,broadway-manchester,robbery,6,64
180309341,2018-03-22,jefferson-park,robbery,6,96
181523569,2018-12-29,north-hollywood,robbery,6,25
181607196,2018-03-22,pacoima,robbery,6,2
181212844,2018-04-29,chesterfield-square,robbery,6,111
181020537,2018-12-30,lake-balboa,robbery,6,59
180225371,2018-12-30,koreatown,robbery,6,26
180112640,2018-04-29,downtown,robbery,6,3
181922632,2018-12-30,panorama-city,robbery,6,30
180328474,2018-12-30,leimert-park,robbery,6,102
180418951,2018-12-30,boyle-heights,robbery,6,39
180131437,2018-12-30,downtown,robbery,6,3
181908167,2018-03-22,mission-hills,robbery,6,70
180309403,2018-03-22,jefferson-park,robbery,6,96
180109959,2018-03-23,downtown,robbery,6,3
180908272,2018-03-23,sherman-oaks,robbery,6,33
180407578,2018-03-23,lincoln-heights,robbery,6,88
180208456,2018-03-23,westlake,robbery,6,10
180309432,2018-03-23,vermont-square,robbery,6,32
182008491,2018-03-23,koreatown,robbery,6,26
181209923,2018-03-23,harvard-park,robbery,6,73
181408997,2018-03-23,venice,robbery,6,20
181210019,2018-03-24,gramercy-park,robbery,6,99
180400757,2018-03-24,lincoln-heights,robbery,6,88
181107810,2018-03-24,glassell-park,robbery,6,67
180309522,2018-03-24,vermont-square,robbery,6,32
180309494,2018-03-24,vermont-square,robbery,6,32
181808520,2018-03-24,florence,robbery,6,49
181808480,2018-03-24,green-meadows,robbery,6,53
180707984,2018-03-24,mid-city,robbery,6,52
181308658,2018-03-24,downtown,robbery,6,3
181808526,2018-03-24,broadway-manchester,robbery,6,64
181808515,2018-03-24,green-meadows,robbery,6,53
181300589,2018-03-24,central-alameda,robbery,6,91
180407652,2018-03-25,boyle-heights,robbery,6,39
180208518,2018-03-25,westlake,robbery,6,10
180707976,2018-03-25,beverly-grove,robbery,6,29
180608971,2018-03-25,hollywood,robbery,6,15
181210061,2018-03-25,chesterfield-square,robbery,6,111
180110103,2018-03-25,downtown,robbery,6,3
181210082,2018-03-25,vermont-square,robbery,6,32
180309658,2018-03-26,baldwin-hillscrenshaw,robbery,6,56
182008639,2018-03-26,koreatown,robbery,6,26
180208591,2018-03-26,pico-union,robbery,6,19
182008627,2018-03-26,koreatown,robbery,6,26
181308768,2018-03-26,historic-south-central,robbery,6,7
180208519,2018-03-26,westlake,robbery,6,10
182108740,2018-03-26,canoga-park,robbery,6,58
181308806,2018-03-26,south-park,robbery,6,60
182008626,2018-03-26,koreatown,robbery,6,26
181618167,2018-12-30,sun-valley,robbery,6,6
181020548,2018-12-30,van-nuys,robbery,6,0
181325206,2018-12-30,central-alameda,robbery,6,91
180821426,2018-12-30,sawtelle,robbery,6,22
181230229,2018-12-30,chesterfield-square,robbery,6,111
180225363,2018-12-30,silver-lake,robbery,6,83
181121457,2018-12-30,east-hollywood,robbery,6,50
190204058,2018-12-30,westlake,robbery,6,10
181230203,2018-12-30,vermont-knolls,robbery,6,93
181426823,2018-12-30,venice,robbery,6,20
181808639,2018-03-26,vermont-vista,robbery,6,81
182101209,2018-12-31,canoga-park,robbery,6,58
180205038,2018-01-22,east-hollywood,robbery,6,50
191904015,2018-12-31,panorama-city,robbery,6,30
181306889,2018-02-19,historic-south-central,robbery,6,7
180327330,2018-12-12,baldwin-hillscrenshaw,robbery,6,56
181230268,2018-12-31,hyde-park,robbery,6,9
181825003,2018-12-31,florence,robbery,6,49
180604489,2018-01-09,hollywood,robbery,6,15
180109363,2018-03-14,downtown,robbery,6,3
180113864,2018-05-15,downtown,robbery,6,3
180621066,2018-09-30,hollywood,robbery,6,15
181020505,2018-12-28,tarzana,robbery,6,63
182108360,2018-03-27,canoga-park,robbery,6,58
182008698,2018-03-27,pico-union,robbery,6,19
180609082,2018-03-27,hollywood,robbery,6,15
180908465,2018-03-28,van-nuys,robbery,6,0
181108016,2018-03-28,los-feliz,robbery,6,28
181210339,2018-03-28,vermont-slauson,robbery,6,55
181808744,2018-03-28,vermont-knolls,robbery,6,93
180311713,2018-04-27,leimert-park,robbery,6,102
181210308,2018-03-28,vermont-knolls,robbery,6,93
180208809,2018-03-28,pico-union,robbery,6,19
181210315,2018-03-28,vermont-square,robbery,6,32
181200681,2018-03-29,hyde-park,robbery,6,9
181908616,2018-03-29,mission-hills,robbery,6,70
180708168,2018-03-29,mid-city,robbery,6,52
181008043,2018-03-29,lake-balboa,robbery,6,59
182108225,2018-03-29,canoga-park,robbery,6,58
180407830,2018-03-29,lincoln-heights,robbery,6,88
180325520,2018-03-29,exposition-park,robbery,6,48
180309834,2018-03-29,university-park,robbery,6,40
182008852,2018-03-29,koreatown,robbery,6,26
